ID,CompanyName,ContactName,PhoneNumber,City,State,Status,CompetitorWebsite,Notes
349,RCI Roofing,Owner / Manager,+19724588515,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=RCI%20Roofing&query_place_id=ChIJAQAAAPkgTIYRGUdgS1pjoFA
350,RG Renovation Services,Owner / Manager,+12145625278,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=RG%20Renovation%20Services&query_place_id=ChIJnbbVToX8eYMRGWv_n2n0eYU
351,ROOFING RENOVATIONS LLC,Owner / Manager,+13017686999,Hermitage,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=ROOFING%20RENOVATIONS%20LLC&query_place_id=ChIJn0pMcBhrZIgRVuu6zrn3m6c
352,Radco,Owner / Manager,+18325518000,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Radco&query_place_id=ChIJuxbR9vvFQIYRuRnnKWqQImo
353,Rainmaker Roofing,Owner / Manager,+16822391796,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Rainmaker%20Roofing&query_place_id=ChIJL2MQQ5B_ToYRJ7fXMS_5rvU
354,Ramirez Roofing & Construction,Owner / Manager,+12815715526,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Ramirez%20Roofing%20%26%20Construction&query_place_id=ChIJ0_HfHexKUgYRaoAui60-PZs
355,Rapid Roofing Services,Owner / Manager,+18103931736,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Rapid%20Roofing%20Services&query_place_id=ChIJCWox76e9QIYRbfHO1DaxPsM
356,Raptor Roofing Inc.,Owner / Manager,+18323532557,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Raptor%20Roofing%20Inc.&query_place_id=ChIJA6zntRaZQIYRN18PkpJT88c
357,Raymond's Services,Owner / Manager,+12815328373,Denton,TX,Pending,https://www.elevationroofing.com/,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Raymond's%20Services&query_place_id=ChIJ2dcaNIK_QIYRTYxYRa7j9ng
358,Reflections Roofing,Owner / Manager,+18329878763,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Reflections%20Roofing&query_place_id=ChIJA78Q1KfBQIYRLmxzEQT6htM
359,Regional Roofing & Supply Inc,Owner / Manager,+17137743425,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Regional%20Roofing%20%26%20Supply%20Inc&query_place_id=ChIJqfYfTgvCQIYRHBCtTlu2sb4
360,Reliable Nashville Roofing,Owner / Manager,+18776280269,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Reliable%20Nashville%20Roofing&query_place_id=ChIJpzFjZiJnZIgRQMTAVImnYsE
361,Renewed Restoration Group,Owner / Manager,+16823629828,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Renewed%20Restoration%20Group&query_place_id=ChIJ_dk2oPXrR0URmyerOJ8qrlY
362,Repeat & Referral Remodeling,Owner / Manager,+18323666833,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Repeat%20%26%20Referral%20Remodeling&query_place_id=ChIJzR77rsLdnQcRaeYZiPavVK0
363,Resolution Roofing Corp,Owner / Manager,+18324217663,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Resolution%20Roofing%20Corp&query_place_id=ChIJ20kMT4jGQIYR9j48yR9yoLs
364,RidgePoint Roofing,Owner / Manager,+12816735623,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=RidgePoint%20Roofing&query_place_id=ChIJj2bbbgC_QIYRe0It6BVwll8
365,Ridgetop Roofers,Owner / Manager,+18324687957,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Ridgetop%20Roofers&query_place_id=ChIJxR4Qsyy-dwgR6uEcGPBdbCA
366,Rios Home Exteriors,Owner / Manager,+18324988518,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Rios%20Home%20Exteriors&query_place_id=ChIJ16hoTQq5QIYR3FnMs3R7id0
367,Ritter Brothers Roofing & Remodeling,Owner / Manager,+14693096528,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Ritter%20Brothers%20Roofing%20%26%20Remodeling&query_place_id=ChIJN34GTRshTIYR4eCMfGbrsJ8
368,Rivas Roofing & Gutters Inc,Owner / Manager,+17136641815,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Rivas%20Roofing%20%26%20Gutters%20Inc&query_place_id=ChIJE8vr82XqQIYRc-hzLTnBxdQ
369,Robert H Callis Roofing,Owner / Manager,+16158594478,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Robert%20H%20Callis%20Roofing&query_place_id=ChIJj-TP8plfZIgR398puSSDLKg
370,Rodeo Roofing,Owner / Manager,+17132596124,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Rodeo%20Roofing&query_place_id=ChIJAQAAALDHQIYRnz2VmeuCT4U
371,Roman Roofing & More LLC,Owner / Manager,+17139722139,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roman%20Roofing%20%26%20More%20LLC&query_place_id=ChIJoSPo8DrHQIYRBTrenHlLqmQ
372,Roof Buddy LLC,Owner / Manager,+14693581032,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roof%20Buddy%20LLC&query_place_id=ChIJmWQd7V2fToYRcQwXWGgWYU4
373,Roof Maintenance Inc.,Owner / Manager,+16152384670,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roof%20Maintenance%20Inc.&query_place_id=ChIJ__8PRVhmZIgRPax6UhzlQGQ
374,Roof Pros & Remodeling,Owner / Manager,+17138249561,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roof%20Pros%20%26%20Remodeling&query_place_id=ChIJUUL3wZAL7CERbCykh2py7yg
375,Roof Repair Solutions,Owner / Manager,+12146469638,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roof%20Repair%20Solutions&query_place_id=ChIJQ_AdAUCaToYRB7LCImQt0OU
376,Roof Repair in Houston,Owner / Manager,+18328100065,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roof%20Repair%20in%20Houston&query_place_id=ChIJMdbevYnpQIYREaz3zZqHiXk
377,Roof Revivers,Owner / Manager,+16297773979,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roof%20Revivers&query_place_id=ChIJhWn1-69mZIgRCwDMdAT9Wwo
378,Roof works,Owner / Manager,+17134708024,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roof%20works&query_place_id=ChIJYc-HymzDQIYR3zEKGeYl7GA
379,RoofTex Solutions,Owner / Manager,+18326593550,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=RoofTex%20Solutions&query_place_id=ChIJuTcIDV65QIYRSgNUgjXjTPs
380,Roofer's Local 176,Owner / Manager,+16152985215,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofer's%20Local%20176&query_place_id=ChIJBSewSWxhZIgRqaPzDLyOZjE
381,Roofing & Construction Solutions,Owner / Manager,+13466394954,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20%26%20Construction%20Solutions&query_place_id=ChIJhZFBYJHJt4kRmni6ZMwabWw
382,Roofing And Remodeling Experts,Owner / Manager,+18323469266,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20And%20Remodeling%20Experts&query_place_id=ChIJbcdZhqNZwokR2Cy2c1SfDWk
383,Roofing Claim 1979 Restoration.,Owner / Manager,+12142993780,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20Claim%201979%20Restoration.&query_place_id=ChIJZRWRpgM1UisR3ARF5laqQRI
384,Roofing Daniel's & Carpentry TN LLC,Owner / Manager,+16156181569,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20Daniel's%20%26%20Carpentry%20TN%20LLC&query_place_id=ChIJHbOd3eBvZIgRSNbFlpS5rTQ
385,Roofing Figueroa Contractor,Owner / Manager,+14695084462,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20Figueroa%20Contractor&query_place_id=ChIJbX0fZUyXToYR4FFtx65Cdag
386,Roofing Forge Masters,Owner / Manager,+12296390107,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20Forge%20Masters&query_place_id=ChIJSwuHFU7HQIYRt5nAdajuGlQ
387,Roofing Hidalgo LLC,Owner / Manager,+12145545774,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20Hidalgo%20LLC&query_place_id=ChIJDUDmlTKjToYRtF32RKhV0vg
388,Roofing Professionals,Owner / Manager,+16152983820,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20Professionals&query_place_id=ChIJW_SFbC5sZIgRm_7Vg1vKhqI
389,Roofing Quality,Owner / Manager,+18327067794,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20Quality&query_place_id=ChIJAyZizbnVMGgRqtHBeD5xXr8
390,Roofing Repair Experts,Owner / Manager,+17139128772,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20Repair%20Experts&query_place_id=ChIJAQBA1JHHQIYRuQcsMbaMeM4
391,Roofing Repairs,Owner / Manager,+18323726716,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20Repairs&query_place_id=ChIJd4kJSgDpQIYRQa0VTvi8Jlc
392,Roofing and Remodeling Morfin,Owner / Manager,+17132593197,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20and%20Remodeling%20Morfin&query_place_id=ChIJkVdZdpW5QIYR_vbvQhxulu0
393,Roofing in Nashville,Owner / Manager,+16157197895,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20in%20Nashville&query_place_id=ChIJ8bv7OaxmZIgRcST8F73MURA
394,Roofing texas,Owner / Manager,+18328821977,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofing%20texas&query_place_id=ChIJg2xxne_HQywRcE6ImL1cuKw
395,Roofs One,Owner / Manager,+18327432619,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofs%20One&query_place_id=ChIJ62IQL9vDQIYR4lUPazIv2pU
396,Roofworks Houston,Owner / Manager,+13463022800,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Roofworks%20Houston&query_place_id=ChIJpWJHFBTrQIYR_z0F1LvG7i4
397,Royal Remodeling LLC,Owner / Manager,+14693991001,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Royal%20Remodeling%20LLC&query_place_id=ChIJN6uY3D-bToYRFkdpgni4mX0
398,Royal Renovations,Owner / Manager,+18322202651,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Royal%20Renovations&query_place_id=ChIJxVQlZxiZToYR2vjTMyqo3dM
399,Rrc remodeling,Owner / Manager,+17138944682,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Rrc%20remodeling&query_place_id=ChIJR4G23iSXQIYR6sxKkOdkD9M
400,Ruiz Roofing Services,Owner / Manager,+17134782276,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Ruiz%20Roofing%20Services&query_place_id=ChIJKUxDf2e4QIYReU8k71hlDiE
401,Ruiz Roofing Services,Owner / Manager,+12144491729,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Ruiz%20Roofing%20Services&query_place_id=ChIJQRuhctuZToYRV2G18vweK0I
402,S & W Construction,Owner / Manager,+12148825100,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=S%20%26%20W%20Construction&query_place_id=ChIJoRPTor6QToYRolpUvIv_MEE
403,"S&J Roofing, LLC",Owner / Manager,+16157538055,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=S%26J%20Roofing%2C%20LLC&query_place_id=ChIJAx7xdsRmZIgR3qgoOhgcT0w
404,SEE FOAM Insulation,Owner / Manager,+13343007487,Whites Creek,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=SEE%20FOAM%20Insulation&query_place_id=ChIJU0kA39WPjogR-kFTOyG1Jns
405,Safe Home Attic & Home Insulation Service,Owner / Manager,+18325433952,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Safe%20Home%20Attic%20%26%20Home%20Insulation%20Service&query_place_id=ChIJj5HlUgD3wokRZvuLTm-nz3Q
406,Sanchez Concrete & handyman,Owner / Manager,+14694874902,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Sanchez%20Concrete%20%26%20handyman&query_place_id=ChIJjZBKi96XToYRegvaQaLnsNc
407,Sanchez General Construction and Remodeling,Owner / Manager,+12144774249,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Sanchez%20General%20Construction%20and%20Remodeling&query_place_id=ChIJG_96ZNm9ToYRu6Eh3ZSXjkQ
408,Sanchez Remodeling Dallas,Owner / Manager,+12145145160,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Sanchez%20Remodeling%20Dallas&query_place_id=ChIJNWlap4mRToYRGbFbnoATwy0
409,Sandoval Servicing LLC,Owner / Manager,+13463211069,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Sandoval%20Servicing%20LLC&query_place_id=ChIJgS1nRye7ToYRrMQBdoMktbs
410,Santide Roofing Supply & Lumber,Owner / Manager,+12149144111,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Santide%20Roofing%20Supply%20%26%20Lumber&query_place_id=ChIJ06TZwkGQToYRyrT35LE-oFI
411,Saviour Roofing LLC,Owner / Manager,+14696489597,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Saviour%20Roofing%20LLC&query_place_id=ChIJ13RgFvKXToYR1DZNET49ZGo
412,Selected Construction,Owner / Manager,+18323412297,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Selected%20Construction&query_place_id=ChIJ_desg37U_mMRyV_Id9VMyM0
413,Sheffield Brothers Roofing,Owner / Manager,+12819722869,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Sheffield%20Brothers%20Roofing&query_place_id=ChIJIUQBUUjHQIYRKj9J7F5tu8A
414,Shelton W Greer Co,Owner / Manager,+17138696663,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Shelton%20W%20Greer%20Co&query_place_id=ChIJnQAZJCTHQIYR5oDVLM-TsTE
415,Sievers and Sons Home Builders,Owner / Manager,+16155666210,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Sievers%20and%20Sons%20Home%20Builders&query_place_id=ChIJRzTp3lbXU4gRzA-j1t8OaVs
416,Silver Creek Roofing Services,Owner / Manager,+16822136994,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Silver%20Creek%20Roofing%20Services&query_place_id=ChIJ52HURLGZToYR2hJooHsh_O0
417,Sky Roofing & Contracting,Owner / Manager,+13462900294,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Sky%20Roofing%20%26%20Contracting&query_place_id=ChIJCcgKUNANeAERZPPoph70kko
418,SkyGuard Roofing Service Houston,Owner / Manager,+18329791177,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=SkyGuard%20Roofing%20Service%20Houston&query_place_id=ChIJZ4Gnohy5QIYRNRIWGIjyazk
419,Skyline Roof Care,Owner / Manager,+12815369214,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Skyline%20Roof%20Care&query_place_id=ChIJhZ9WCgC_QIYRHX2cJYq6kX4
420,SmithCo Property Restoration Group,Owner / Manager,+16153556699,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=SmithCo%20Property%20Restoration%20Group&query_place_id=ChIJoeFAia5qZIgRnvCH3hC36N4
421,SolidLine Roofing Co.,Owner / Manager,+12816285286,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=SolidLine%20Roofing%20Co.&query_place_id=ChIJg5TcVwCfToYRcFwtem1gvZE
422,Southeastern Roofing Company,Owner / Manager,+18337373266,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Southeastern%20Roofing%20Company&query_place_id=ChIJT336zyTmRgcRDzhkLta3s7U
423,Southern Roofing & Gutters,Owner / Manager,+18328637391,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Southern%20Roofing%20%26%20Gutters&query_place_id=ChIJX_kxMs-zKmURN6FiLYYrY68
424,Space City Roofing & Remodeling LLC,Owner / Manager,+18325800522,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Space%20City%20Roofing%20%26%20Remodeling%20LLC&query_place_id=ChIJHUwwDAvpQIYRv7iwwrH1q9A
425,Sparkman Roofing & Remodeling,Owner / Manager,+16157547663,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Sparkman%20Roofing%20%26%20Remodeling&query_place_id=ChIJ0eEoq5hlZIgRzSLW2z8nlzc
426,Sparrow Heating & Cooling,Owner / Manager,+16152059405,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Sparrow%20Heating%20%26%20Cooling&query_place_id=ChIJ2Uv3jQRnZIgR1hN_2Z4a-E0
427,Spectrum Contracting,Owner / Manager,+18007052150,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Spectrum%20Contracting&query_place_id=ChIJ5Sh0jOMgTIYRfCsDfnlNSjU
428,Standard Roofing & Sheet Metal,Owner / Manager,+17136901477,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Standard%20Roofing%20%26%20Sheet%20Metal&query_place_id=ChIJF6dTQ6PFQIYRPUV_Am8lOLg
429,Star Legacy Contractors,Owner / Manager,+14698806138,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Star%20Legacy%20Contractors&query_place_id=ChIJFyuNG7ekU4YRPUOgnv_M1kU
430,Star Roof Cleaning,Owner / Manager,+18325501000,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Star%20Roof%20Cleaning&query_place_id=ChIJ93sW-JzAQIYRJVXWZY_tT_A
431,Star Roofing & Solar Providers Houston,Owner / Manager,+18325365640,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Star%20Roofing%20%26%20Solar%20Providers%20Houston&query_place_id=ChIJNdfaZ-OXQIYRpgbHchd07fs
432,Start Truss,Owner / Manager,+16159629958,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Start%20Truss&query_place_id=ChIJdVaSzUNdZIgRF9gtgTUeI9w
433,Sterling Inn & Suites,Owner / Manager,+17137815600,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Sterling%20Inn%20%26%20Suites&query_place_id=ChIJ4zdjhDXCQIYRzBPc8d2KrOo
434,Stewart Exteriors LLC,Owner / Manager,+16154200164,Old Hickory,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Stewart%20Exteriors%20LLC&query_place_id=ChIJk7dcRbdBZIgRPPiNvnCEaW0
435,Stop Roof Leaks,Owner / Manager,+12816608122,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Stop%20Roof%20Leaks&query_place_id=ChIJy2sDlHkpGoIRuL0EpBc0QsQ
436,Stratus Construction LLC,Owner / Manager,+16155661947,Hermitage,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Stratus%20Construction%20LLC&query_place_id=ChIJMRZDycBqZIgRyAEOVLPJFQk
437,Strong Restoration,Owner / Manager,+16152129280,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Strong%20Restoration&query_place_id=ChIJyy3PV4jpsIoR1T-SCTcJXdU
438,StructoraBuildPrime,Owner / Manager,+17693573682,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=StructoraBuildPrime&query_place_id=ChIJuyyXsqmXToYRvjIIhltwZeg
439,Summi Forge RoofingMasters,Owner / Manager,+13692244910,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Summi%20Forge%20RoofingMasters&query_place_id=ChIJlfaKXpW7QIYRJqUNjhcvEnQ
440,Summit Gate Roofing Depot,Owner / Manager,+18483147149,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Summit%20Gate%20Roofing%20Depot&query_place_id=ChIJV0ryXzS_QIYRAD0dtPZroIU
441,Summit Gate Roofing Depot,Owner / Manager,+15052781595,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Summit%20Gate%20Roofing%20Depot&query_place_id=ChIJt8_T_67HQIYRow_A58voxME
442,Summit Peak Roof Works,Owner / Manager,+14722762230,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Summit%20Peak%20Roof%20Works&query_place_id=ChIJoQaC7PCVQIYRB1U2EO9Cs4I
443,SummitStone Construction,Owner / Manager,+18044676945,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=SummitStone%20Construction&query_place_id=ChIJlWy1jYqfToYR55T1aWjQVjg
444,Superior Estimation,Owner / Manager,+13465346993,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Superior%20Estimation&query_place_id=ChIJVVVJ8TW_QIYR6-SEP0zALJI
445,Superior Painting,Owner / Manager,+17135943309,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Superior%20Painting&query_place_id=ChIJA-o6wCy6QIYRp6xH-uiDsMQ
446,Superior Renovation Group,Owner / Manager,+16154206160,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Superior%20Renovation%20Group&query_place_id=ChIJn0bp17xCZIgRTzNF2DrSzSE
447,Superior roof solutions,Owner / Manager,+18323067871,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Superior%20roof%20solutions&query_place_id=ChIJNc2Y3MO_QIYRXoppke_TdYE
448,TEMPLE & TEMPLE,Owner / Manager,+12815719203,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=TEMPLE%20%26%20TEMPLE&query_place_id=ChIJLyIct_6VQIYR0E0YMCYaJ_E
449,THE BROTHERS ROOFING & CONSTRUCTION,Owner / Manager,+16154982931,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=THE%20BROTHERS%20ROOFING%20%26%20CONSTRUCTION&query_place_id=ChIJuRQnQ_BvZIgR2vh0AfaBq0Q
450,TN Roofing Pro,Owner / Manager,+16159823032,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=TN%20Roofing%20Pro&query_place_id=ChIJC1z6KllIkKoRfEJPko4Ck3I
451,TRC Contractors,Owner / Manager,+16156008800,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=TRC%20Contractors&query_place_id=ChIJNQt3Vah-D6gRrCb4CFSXQyw
452,TRC Roofing - Nashville,Owner / Manager,+16156852399,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=TRC%20Roofing%20-%20Nashville&query_place_id=ChIJXzocqlNpZIgR-1lmmHO-mc0
453,Tarangos Home Improvements LLC,Owner / Manager,+12147105476,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Tarangos%20Home%20Improvements%20LLC&query_place_id=ChIJI4SV4CwtUw8RI_tE35zEFw0
454,Tejas Roofing & Remodeling,Owner / Manager,+17134981156,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Tejas%20Roofing%20%26%20Remodeling&query_place_id=ChIJC-qkh3D3_0oRfTt_5nT9lzc
455,Temple Roofing and Restoration,Owner / Manager,+17138437663,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Temple%20Roofing%20and%20Restoration&query_place_id=ChIJbYfO4qWZDS4RwKJfaTIoUZA
456,TennRoof,Owner / Manager,+16154030154,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=TennRoof&query_place_id=ChIJmwzyAzZuZIgRb3F0eKqpsjk
457,Tennessee Master Restoraton,Owner / Manager,+16155642536,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Tennessee%20Master%20Restoraton&query_place_id=ChIJVVVVVYxmZIgRyY6I0B2C53w
458,Terwogt Roofing & Exteriors,Owner / Manager,+18329357535,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Terwogt%20Roofing%20%26%20Exteriors&query_place_id=ChIJrUidnpC5QIYRs2N1G5DkmAU
459,Texans Force,Owner / Manager,+18322701779,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Texans%20Force&query_place_id=ChIJVVUFcR7qQIYRaluElCNq4dw
460,"Texas Mechanical Services, LLC",Owner / Manager,+12147233544,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Texas%20Mechanical%20Services%2C%20LLC&query_place_id=ChIJGfcuVoiZToYR5kSHI4BxBAQ
461,Texas Pride Construction Inc,Owner / Manager,+17134338412,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Texas%20Pride%20Construction%20Inc&query_place_id=ChIJNyDWjOnrQIYR24Wu4NtZTGE
462,Texas Remodeling LLC,Owner / Manager,+17136599081,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Texas%20Remodeling%20LLC&query_place_id=ChIJUQdwvBzpQIYRoQZtmWd_ONs
463,Texas Roofing By Design,Owner / Manager,+12146242719,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Texas%20Roofing%20By%20Design&query_place_id=ChIJ7Z5HcyjDbKYRKYHnrYFVcIA
464,The Father,Owner / Manager,+18323083342,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=The%20Father&query_place_id=ChIJVVXRkZfGQIYROocmPW06SLI
